,BookingID,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,MealPlan,Parking,RoomType,NumAdults,NumChildren,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus
547,29567,152,2018,8,26,1,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,90.9,0,Not_Canceled
548,29568,3,2018,5,21,1,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,112.0,1,Canceled
549,29569,71,2018,6,14,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,120.0,0,Canceled
550,29570,57,2018,6,3,0,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,126.36,0,Not_Canceled
551,29571,88,2017,10,5,1,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,112.2,0,Canceled
552,29572,95,2018,6,9,2,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,119.85,2,Canceled
553,29573,96,2018,3,6,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,60.0,0,Canceled
554,29574,4,2018,2,13,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,81.0,0,Canceled
555,29575,14,2017,10,30,1,2,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,98.67,1,Canceled
556,29576,6,2017,8,14,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,93.2,0,Canceled
557,29577,244,2018,10,30,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,85.85,0,Not_Canceled
558,29578,113,2018,3,25,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,58.0,1,Canceled
559,29579,1,2018,9,15,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,159.0,1,Canceled
560,29580,39,2018,3,11,1,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,76.5,0,Not_Canceled
561,29581,39,2017,8,14,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109.0,0,Canceled
562,29582,24,2018,5,21,1,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,155.0,2,Canceled
563,29583,43,2018,6,18,0,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,109.49,1,Canceled
564,29584,87,2017,11,20,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,49.07,0,Canceled
565,29585,162,2018,7,27,0,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,118.8,1,Not_Canceled
566,29586,1,2017,8,8,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,80.0,0,Canceled
567,29587,286,2018,9,16,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,117.0,0,Not_Canceled
568,29588,146,2017,12,29,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85.0,0,Canceled
569,29589,100,2018,5,19,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,136.0,1,Canceled
570,29590,16,2018,5,6,2,2,Meal Plan 1,0,Room_Type 7,2,0,Online,0,0,0,194.58,2,Canceled
571,29591,104,2018,8,24,0,4,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,150.3,0,Not_Canceled
572,29592,106,2018,10,7,1,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,113.4,2,Canceled
573,29593,2,2018,1,22,0,2,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,98.0,1,Canceled
574,29594,7,2018,6,9,1,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,151.0,1,Canceled
575,29595,104,2018,4,18,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,72.25,1,Not_Canceled
576,29596,63,2018,8,9,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,144.1,0,Not_Canceled
577,29597,30,2018,6,2,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,140.0,0,Canceled
578,29598,308,2018,12,29,2,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,71.91,0,Not_Canceled
579,29599,2,2018,4,1,0,2,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,90.47,1,Canceled
580,29600,418,2018,9,26,1,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,107.0,0,Not_Canceled
581,29601,0,2018,3,21,1,0,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,6,65.0,1,Canceled
582,29602,273,2018,11,22,0,5,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,63.75,0,Not_Canceled
583,29603,7,2018,5,13,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,215.0,2,Canceled
584,29604,119,2018,2,10,0,3,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,81.0,1,Not_Canceled
585,29605,54,2018,9,2,2,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,139.86,0,Not_Canceled
586,29606,11,2018,10,2,2,0,Not Selected,0,Room_Type 1,2,1,Online,0,0,0,135.0,3,Canceled
587,29607,1,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,60.0,0,Not_Canceled
588,29608,10,2018,11,1,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,102.0,0,Canceled
589,29609,27,2018,5,4,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85.0,0,Canceled
590,29610,30,2018,1,15,0,2,Meal Plan 1,0,Room_Type 6,2,0,Online,0,0,0,75.15,1,Canceled
591,29611,146,2018,8,5,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,81.25,1,Canceled
592,29612,77,2018,3,20,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,90.95,0,Canceled
593,29613,214,2018,7,12,0,4,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,81.5,1,Not_Canceled
594,29614,15,2018,1,24,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,68.99,1,Canceled
595,29615,29,2018,11,17,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89.9,1,Canceled
596,29616,120,2018,8,9,0,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,127.8,1,Canceled
597,29617,39,2017,8,14,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,101.5,0,Canceled
598,29618,286,2018,10,16,1,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.0,0,Not_Canceled
599,29619,268,2018,4,8,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,78.0,0,Not_Canceled
600,29620,30,2018,7,14,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,149.4,0,Not_Canceled
601,29621,193,2018,7,9,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,70.44,1,Canceled
602,29622,5,2017,9,2,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,1,0,1,12.0,1,Canceled
603,29623,141,2018,9,4,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,133.65,2,Canceled
604,29624,12,2018,1,19,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,72.0,0,Canceled
605,29625,191,2018,6,3,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,132.0,0,Not_Canceled
606,29626,21,2018,10,25,0,3,Not Selected,0,Room_Type 1,2,0,Offline,0,0,0,85.0,0,Canceled
607,29627,164,2017,10,2,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,100.0,0,Canceled
608,29628,13,2017,12,6,2,0,Meal Plan 1,0,Room_Type 1,2,0,Online,1,1,0,107.0,2,Canceled
609,29629,27,2018,3,21,1,3,Not Selected,0,Room_Type 1,2,1,Offline,0,0,0,62.8,0,Canceled
610,29630,0,2018,7,5,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,135.0,1,Canceled
611,29631,45,2018,12,4,2,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,60.98,1,Canceled
612,29632,188,2018,6,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,130.0,0,Not_Canceled
613,29633,6,2018,3,2,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,93.0,1,Canceled
614,29634,134,2018,8,11,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,103.5,2,Canceled
615,29635,51,2018,11,4,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75.0,0,Canceled
616,29636,115,2018,9,6,2,8,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,129.6,2,Canceled
617,29637,59,2018,6,4,1,1,Meal Plan 2,0,Room_Type 4,2,0,Online,0,0,0,153.09,1,Canceled
618,29638,200,2018,10,23,2,0,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,90.0,0,Canceled
619,29639,35,2018,12,28,0,1,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,183.0,1,Canceled
620,29640,50,2017,10,18,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,94.5,1,Canceled
621,29641,98,2018,7,21,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,124.8,0,Not_Canceled
622,29642,16,2018,1,25,1,4,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,77.25,0,Canceled
623,29643,23,2018,9,6,0,2,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,118.0,1,Canceled
624,29644,47,2018,10,11,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,108.0,0,Not_Canceled
625,29645,12,2017,8,5,0,3,Meal Plan 1,0,Room_Type 1,3,0,Corporate,0,0,0,90.0,0,Canceled
626,29646,51,2018,8,18,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,125.1,0,Not_Canceled
627,29647,32,2018,9,2,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,72.42,1,Canceled
628,29648,130,2018,5,28,1,1,Meal Plan 1,1,Room_Type 4,2,0,Online,0,0,0,134.1,1,Canceled
629,29649,114,2018,5,2,1,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,99.9,0,Not_Canceled
630,29650,191,2018,6,4,2,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,101.34,2,Not_Canceled
631,29651,26,2018,9,19,1,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,169.0,1,Canceled
632,29652,85,2017,9,30,0,3,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,125.0,0,Canceled
633,29653,122,2018,3,27,2,1,Meal Plan 2,0,Room_Type 1,3,0,Offline,0,0,0,128.0,2,Canceled
634,29654,11,2018,11,19,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,107.67,2,Canceled
635,29655,29,2017,10,13,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,98.98,2,Canceled
636,29656,74,2018,6,26,2,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,91.5,1,Canceled
637,29657,108,2017,8,24,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,1,Not_Canceled
638,29658,349,2018,10,4,1,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.0,0,Not_Canceled
639,29659,26,2018,10,15,1,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,159.0,2,Canceled
640,29660,118,2018,6,6,1,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,110.0,0,Canceled
641,29661,48,2018,5,22,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,92.83,2,Canceled
642,29662,5,2018,8,29,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,139.0,1,Canceled
643,29663,157,2018,12,8,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,68.0,0,Canceled
644,29664,226,2018,10,29,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,70.0,1,Canceled
645,29665,69,2018,6,17,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,0,Not_Canceled
646,29666,4,2018,8,23,0,2,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,157.0,1,Canceled
647,29667,211,2018,5,20,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,100.0,0,Not_Canceled
648,29668,11,2018,6,13,1,0,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,83.0,0,Canceled
649,29669,70,2018,7,14,1,3,Meal Plan 1,0,Room_Type 7,3,0,Online,0,0,0,165.63,2,Canceled
650,29670,10,2018,9,30,0,1,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,195.0,2,Canceled
651,29671,10,2018,9,3,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,129.0,0,Canceled
652,29672,142,2018,8,3,2,6,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,104.76,0,Not_Canceled
653,29673,164,2017,10,2,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,100.0,0,Canceled
654,29674,317,2018,9,15,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,120.0,0,Not_Canceled
655,29675,30,2018,9,7,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,109.0,3,Canceled
656,29676,19,2017,10,6,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,1,1,0,80.0,0,Canceled
657,29677,44,2018,2,17,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75.0,0,Canceled
658,29678,22,2018,11,27,1,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,104.0,1,Canceled
659,29679,192,2018,6,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95.0,0,Canceled
660,29680,154,2018,7,1,1,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,75.0,0,Not_Canceled
661,29681,122,2018,4,15,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85.0,0,Canceled
662,29682,227,2018,8,29,2,5,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80.75,0,Canceled
663,29683,49,2018,4,10,2,2,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,112.2,0,Not_Canceled
664,29684,2,2018,3,23,0,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,117.65,1,Canceled
665,29685,183,2018,8,9,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,112.0,1,Not_Canceled
666,29686,245,2018,7,6,2,4,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,110.0,0,Not_Canceled
667,29687,151,2018,1,19,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,71.0,0,Canceled
668,29688,145,2018,1,3,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,65.0,0,Canceled
669,29689,15,2018,11,14,1,5,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,96.9,2,Canceled
670,29690,0,2018,9,22,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,190.0,2,Canceled
671,29691,86,2018,11,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.0,2,Canceled
672,29692,0,2018,12,25,2,0,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,80.0,0,Canceled
673,29693,61,2018,4,7,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,118.8,0,Not_Canceled
674,29694,31,2018,4,30,0,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,168.3,0,Not_Canceled
675,29695,208,2018,8,13,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,77.51,0,Not_Canceled
676,29696,9,2018,5,29,2,0,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,97.02,1,Canceled
677,29697,224,2017,10,2,1,2,Meal Plan 1,0,Room_Type 2,2,0,Offline,0,0,0,65.0,1,Canceled
678,29698,93,2018,12,26,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,92.51,2,Canceled
679,29699,4,2018,10,25,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,104.0,0,Canceled
680,29700,208,2018,12,27,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,81.0,1,Canceled
681,29701,117,2018,9,16,1,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,145.8,1,Canceled
682,29702,37,2018,12,8,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,88.0,0,Not_Canceled
683,29703,203,2018,8,9,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,96.3,0,Not_Canceled
684,29704,22,2017,10,20,0,4,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,75.0,0,Canceled
685,29705,138,2018,7,14,0,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,130.5,1,Canceled
686,29706,36,2018,1,19,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,71.0,0,Canceled
687,29707,359,2018,10,14,2,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,39.0,1,Canceled
688,29708,305,2018,11,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89.0,0,Not_Canceled
689,29709,6,2017,10,11,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,97.02,1,Canceled
690,29710,10,2018,4,16,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,128.86,0,Not_Canceled
691,29711,14,2018,2,12,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79.0,1,Canceled
692,29712,173,2018,8,13,2,2,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,114.75,1,Not_Canceled
693,29713,18,2018,2,24,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79.0,1,Not_Canceled
694,29714,273,2017,7,17,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,109.0,0,Not_Canceled
695,29715,88,2018,7,18,1,2,Meal Plan 1,0,Room_Type 1,3,0,Offline,0,0,0,96.9,2,Canceled
696,29716,2,2018,3,16,0,3,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,40.0,1,Canceled
697,29717,135,2018,10,13,0,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,151.2,3,Canceled
698,29718,338,2018,10,7,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,80.0,0,Not_Canceled
699,29719,3,2017,8,10,1,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,81.0,1,Canceled
700,29720,32,2018,1,8,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,58.0,1,Canceled
701,29721,15,2018,12,27,0,1,Meal Plan 1,0,Room_Type 1,3,0,Offline,0,0,0,65.0,1,Canceled
702,29722,386,2018,10,23,2,0,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,90.0,1,Canceled
703,29723,27,2017,11,29,1,0,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65.0,0,Canceled
704,29724,141,2018,9,23,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,123.8,1,Canceled
705,29725,25,2018,7,1,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,72.25,0,Canceled
706,29726,6,2018,4,20,0,2,Meal Plan 1,0,Room_Type 1,1,0,Aviation,0,0,0,95.0,0,Canceled
707,29727,28,2018,8,29,1,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,155.73,1,Canceled
708,29728,67,2018,4,1,0,1,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,109.1,0,Canceled
709,29729,5,2018,11,19,2,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,107.67,2,Canceled
710,29730,4,2018,5,29,2,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,136.0,1,Canceled
711,29731,280,2018,9,19,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,110.0,0,Not_Canceled
712,29732,6,2018,3,22,0,5,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,88.92,0,Canceled
713,29733,1,2018,3,23,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,96.0,1,Canceled
714,29734,55,2018,9,20,0,3,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,207.9,0,Not_Canceled
715,29735,6,2018,3,17,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,124.0,1,Canceled
716,29736,84,2017,12,31,0,3,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,100.33,0,Canceled
717,29737,16,2018,12,29,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,138.0,1,Canceled
718,29738,64,2018,9,5,1,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,98.55,3,Canceled
719,29739,117,2018,7,19,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,1,Canceled
720,29740,119,2018,4,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,90.9,0,Not_Canceled
721,29741,29,2018,4,15,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,102.8,1,Canceled
722,29742,283,2018,12,30,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,82.79,0,Not_Canceled
723,29743,305,2018,11,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89.0,0,Not_Canceled
724,29744,292,2018,10,23,2,4,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,81.82,1,Canceled
725,29745,198,2018,9,9,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.0,0,Not_Canceled
726,29746,22,2017,8,26,0,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65.0,0,Canceled
727,29747,177,2018,8,24,0,4,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,82.88,0,Not_Canceled
728,29748,92,2017,12,26,2,3,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,60.0,1,Canceled
729,29749,5,2018,4,4,1,3,Meal Plan 1,0,Room_Type 1,1,0,Aviation,0,0,0,95.0,0,Canceled
730,29750,35,2018,3,7,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,81.9,0,Canceled
731,29751,52,2018,9,7,0,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,149.4,2,Canceled
732,29752,277,2018,10,20,2,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,84.15,0,Not_Canceled
733,29753,53,2018,11,11,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,97.87,4,Canceled
734,29754,240,2018,8,18,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,85.5,1,Not_Canceled
735,29755,205,2018,10,20,0,3,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,95.5,1,Not_Canceled
736,29756,6,2018,11,8,0,1,Meal Plan 1,0,Room_Type 4,1,0,Corporate,0,0,0,94.0,0,Canceled
737,29757,102,2018,10,9,1,0,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,108.0,1,Not_Canceled
738,29758,8,2018,5,21,1,1,Meal Plan 1,0,Room_Type 5,2,1,Offline,0,0,0,173.8,0,Canceled
739,29759,142,2018,9,4,2,1,Meal Plan 1,0,Room_Type 5,2,0,Offline,0,0,0,101.15,0,Canceled
740,29760,207,2018,10,4,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,98.1,0,Not_Canceled
741,29761,3,2017,10,2,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,65.0,0,Canceled
742,29762,1,2017,8,12,0,2,Meal Plan 1,0,Room_Type 1,1,0,Complementary,0,0,0,0.0,0,Canceled
743,29763,89,2018,7,7,2,5,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,183.73,1,Canceled
744,29764,1,2018,10,25,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,120.0,2,Canceled
745,29765,88,2018,7,13,1,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,120.8,2,Canceled
746,29766,62,2018,10,23,1,0,Meal Plan 1,1,Room_Type 1,1,0,Corporate,0,0,0,67.0,0,Canceled
747,29767,1,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,60.0,0,Not_Canceled
748,29768,138,2018,8,17,1,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,122.4,2,Canceled
749,29769,91,2018,4,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,80.0,0,Not_Canceled
750,29770,15,2017,9,9,0,4,Not Selected,0,Room_Type 1,2,0,Offline,0,0,0,58.35,1,Canceled
751,29771,86,2017,9,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,87.5,0,Canceled
752,29772,73,2018,4,5,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,87.3,1,Canceled
753,29773,51,2018,5,7,2,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,159.3,0,Not_Canceled
754,29774,32,2017,11,20,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,73.0,0,Canceled
755,29775,256,2018,6,15,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115.0,1,Not_Canceled
756,29776,59,2018,4,24,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,118.27,1,Canceled
757,29777,115,2018,7,18,1,4,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,141.3,0,Not_Canceled
758,29778,96,2018,8,2,0,3,Meal Plan 1,0,Room_Type 1,2,0,Complementary,0,0,0,0.0,1,Canceled
759,29779,25,2018,12,27,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,65.0,0,Canceled
760,29780,66,2017,10,9,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,75.0,0,Not_Canceled
761,29781,111,2018,10,10,1,0,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,120.0,0,Not_Canceled
762,29782,10,2017,12,20,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,52.36,1,Canceled
763,29783,4,2018,5,15,2,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,98.32,0,Canceled
764,29784,193,2017,10,15,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,65.0,0,Not_Canceled
765,29785,279,2018,10,12,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,110.0,0,Not_Canceled
766,29786,85,2018,4,13,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.95,0,Not_Canceled
767,29787,113,2018,11,11,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,90.0,0,Canceled
768,29788,118,2018,6,6,1,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,110.0,0,Canceled
769,29789,275,2018,10,5,1,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.0,0,Not_Canceled
